cultivo_id,tipo_suelo_id,temperatura,humedad,ph,nitrogeno,fosforo,potasio,materia_organica,conductividad_electrica,fertilizante_codigo,cantidad_kg
5.0,7.0,14.36,36.89,6.3,126.07,41.32,192.97,3.238,1.563,DAP-18-46,137.0
5.0,2.0,22.14,70.81,5.26,42.64,9.73,264.27,1.596,3.348,NPK-15-15-15,275.5
5.0,1.0,15.67,40.41,5.89,32.0,13.17,117.97,1.162,3.858,UREA-46,211.2
3.0,7.0,10.14,58.82,4.57,57.04,41.34,185.18,7.185,1.739,DAP-18-46,105.1
8.0,1.0,20.12,40.94,4.0,93.1,20.08,222.75,2.077,0.146,DAP-18-46,218.6
3.0,6.0,18.39,51.4,5.24,15.87,8.98,107.6,4.638,0.904,DAP-18-46,176.0
5.0,4.0,20.59,61.16,7.18,17.93,33.02,30.0,3.301,1.333,UREA-46,186.4
7.0,8.0,20.66,37.1,5.53,36.63,26.15,242.32,7.029,1.583,DAP-18-46,236.9
4.0,5.0,11.68,89.72,5.51,128.03,86.37,207.66,6.783,1.075,KNO3-13-46,112.9
7.0,5.0,15.0,63.41,7.87,28.38,53.95,149.3,4.672,1.681,UREA-46,136.3
12.0,8.0,21.81,62.44,5.21,39.63,57.38,216.99,1.221,3.289,HUMUS-ORG,4266.8
8.0,8.0,22.76,59.35,7.09,29.84,7.34,30.0,2.406,1.073,DAP-18-46,181.9
12.0,1.0,21.87,77.67,7.0,124.12,25.05,66.84,4.05,1.579,KCL-60,135.6
12.0,2.0,11.29,79.79,7.71,43.07,5.52,130.66,1.246,1.25,MAP-12-61,130.4
5.0,1.0,17.87,71.18,7.89,19.09,36.45,137.89,0.719,2.225,UREA-46,115.0
8.0,1.0,24.2,41.42,4.15,50.41,82.38,214.99,1.711,0.958,UREA-46,230.3
11.0,3.0,15.65,65.51,6.58,55.41,26.32,89.67,1.597,1.027,DAP-18-46,230.5
3.0,4.0,28.05,61.51,6.57,16.48,18.84,155.58,0.763,1.766,UREA-46,104.4
10.0,1.0,16.01,66.45,6.24,15.57,14.94,122.83,3.271,0.952,DAP-18-46,157.6
4.0,6.0,19.61,46.49,5.14,47.43,24.92,46.44,2.19,0.542,KCL-60,211.8
7.0,8.0,11.16,58.93,5.69,43.11,16.33,88.1,1.976,0.108,DAP-18-46,172.7
12.0,6.0,19.86,61.84,7.15,13.46,13.57,83.07,0.796,0.873,NPK-15-15-15,238.5
1.0,4.0,15.05,95.0,5.84,26.94,108.64,200.89,0.57,0.48,NPK-15-15-15,217.3
11.0,2.0,14.15,94.86,7.09,125.41,10.38,216.77,8.218,0.355,KCL-60,200.8
1.0,1.0,9.1,76.07,5.59,30.5,14.2,174.85,0.933,0.1,NPK-15-15-15,199.0
2.0,1.0,14.68,73.62,6.46,22.26,77.74,276.04,1.355,1.113,UREA-46,111.9
8.0,1.0,21.13,53.92,5.94,54.82,14.3,184.53,2.506,5.806,DAP-18-46,111.0
11.0,6.0,21.06,75.41,6.34,32.11,28.14,159.64,1.147,0.257,DAP-18-46,192.3
7.0,5.0,19.12,41.66,6.8,21.47,43.98,104.36,1.034,0.46,UREA-46,225.2
12.0,6.0,20.33,63.61,6.64,18.57,63.84,155.47,1.875,1.117,UREA-46,183.0
4.0,3.0,16.82,81.51,5.65,21.09,46.07,215.95,0.912,0.593,UREA-46,187.4
1.0,5.0,21.83,68.83,5.66,77.05,33.56,219.3,2.632,0.941,DAP-18-46,195.5
12.0,1.0,20.59,43.87,6.09,9.63,32.35,122.94,1.676,0.998,UREA-46,161.1
4.0,7.0,14.66,49.24,4.83,37.09,25.05,149.86,1.784,0.982,DAP-18-46,246.1
8.0,1.0,10.94,94.21,6.91,7.36,90.62,142.76,1.458,1.503,UREA-46,247.5
5.0,1.0,19.02,43.11,5.45,16.67,11.14,195.09,2.427,0.491,UREA-46,143.3
4.0,3.0,17.49,58.96,5.83,41.45,17.51,160.69,10.413,0.1,DAP-18-46,182.0
12.0,1.0,12.53,42.73,5.18,110.16,24.07,120.84,0.541,0.848,HUMUS-ORG,3065.9
7.0,8.0,17.01,63.97,6.15,188.74,3.11,349.72,0.705,1.661,DAP-18-46,120.7
8.0,8.0,18.16,72.21,6.7,32.49,30.14,159.51,2.621,6.514,DAP-18-46,223.9
1.0,2.0,12.7,77.57,5.75,37.66,46.43,139.29,3.083,0.76,NPK-12-24-12,184.7
2.0,3.0,22.18,46.7,6.6,61.04,31.3,68.89,2.347,0.577,KCL-60,128.9
2.0,7.0,12.24,51.13,7.4,34.4,11.09,97.43,4.454,1.587,DAP-18-46,134.8
10.0,7.0,16.36,70.43,4.26,17.71,5.15,183.5,0.773,0.641,DAP-18-46,106.5
6.0,1.0,15.85,49.15,6.68,39.76,4.12,211.04,0.699,1.636,DAP-18-46,236.8
1.0,1.0,18.36,70.38,5.83,21.02,45.09,81.73,2.773,0.917,NPK-15-15-15,235.2
6.0,3.0,14.4,32.12,7.03,11.09,112.77,180.32,2.121,3.02,UREA-46,103.3
10.0,5.0,10.45,68.29,5.78,29.58,51.36,201.7,2.985,2.025,UREA-46,225.5
4.0,5.0,21.28,88.9,6.21,9.58,40.1,184.96,1.006,1.397,UREA-46,131.7
9.0,7.0,23.77,82.34,6.51,14.77,15.47,338.61,1.029,1.207,UREA-46,161.1
7.0,5.0,15.73,87.78,5.28,128.72,33.55,227.25,1.692,0.977,DAP-18-46,127.9
8.0,8.0,19.86,68.95,5.95,22.4,4.54,30.0,2.848,0.1,DAP-18-46,248.5
3.0,5.0,18.72,86.41,6.46,57.71,21.11,182.47,3.167,3.633,DAP-18-46,114.0
2.0,8.0,16.29,74.58,6.63,56.76,17.82,172.75,3.909,2.056,DAP-18-46,200.6
9.0,6.0,17.76,89.98,5.63,11.06,15.91,251.71,1.119,2.4,UREA-46,132.1
6.0,4.0,18.53,36.54,5.4,31.85,59.79,195.01,1.045,0.274,HUMUS-ORG,3726.7
8.0,3.0,24.66,75.87,5.03,39.76,5.15,126.38,1.763,0.177,KCL-60,106.4
11.0,2.0,27.2,79.6,5.5,25.39,9.91,233.25,1.063,0.626,DAP-18-46,245.0
10.0,8.0,14.17,79.7,6.78,53.05,39.77,316.94,3.827,0.472,DAP-18-46,152.9
6.0,2.0,20.73,31.2,4.49,75.38,45.11,317.69,1.479,1.408,HUMUS-ORG,4628.7
12.0,6.0,16.97,48.09,6.57,55.18,18.25,146.72,0.753,2.698,DAP-18-46,212.9
12.0,8.0,11.42,75.91,7.21,32.78,24.02,246.15,1.783,0.1,DAP-18-46,215.3
7.0,7.0,14.56,54.61,5.73,42.02,18.35,236.3,1.983,3.102,DAP-18-46,177.6
2.0,1.0,14.66,67.68,7.59,23.66,50.03,45.05,6.657,0.58,UREA-46,223.0
3.0,3.0,22.44,77.06,6.47,16.82,31.13,184.94,1.34,1.102,NPK-15-15-15,363.1
11.0,6.0,17.54,95.0,5.59,29.24,4.74,67.46,1.856,0.1,DAP-18-46,188.4
11.0,8.0,26.01,51.04,5.57,67.56,12.2,166.77,1.749,0.367,DAP-18-46,213.9
2.0,6.0,16.8,77.3,4.15,22.41,37.25,30.68,1.792,1.871,UREA-46,237.7
8.0,7.0,27.07,62.23,5.71,14.89,9.82,166.39,1.439,0.727,DAP-18-46,236.4
3.0,4.0,10.67,80.56,5.91,39.06,5.94,158.15,2.999,1.435,DAP-18-46,182.6
4.0,6.0,13.34,60.53,6.48,164.81,31.77,233.84,0.584,8.599,DAP-18-46,114.8
2.0,2.0,13.91,91.77,5.36,78.18,17.05,152.16,2.488,0.504,UREA-46,240.3
9.0,8.0,21.24,41.35,6.55,24.94,34.63,214.3,0.99,1.804,UREA-46,104.1
7.0,4.0,22.54,33.97,5.44,59.99,65.22,261.06,1.703,3.636,UREA-46,141.6
9.0,2.0,23.48,71.82,6.41,75.64,25.05,224.82,0.965,2.979,NPK-12-24-12,199.6
5.0,8.0,22.04,70.83,4.91,42.64,46.82,113.64,1.536,0.532,UREA-46,106.2
11.0,2.0,19.47,32.99,5.92,45.77,9.16,157.21,0.806,0.535,KCL-60,299.1
3.0,1.0,8.85,74.94,5.5,74.94,68.8,247.05,1.485,0.1,KNO3-13-46,115.1
11.0,6.0,23.33,63.41,6.2,22.46,7.66,232.27,3.409,0.644,DAP-18-46,176.8
5.0,7.0,30.21,89.54,7.74,62.97,19.2,95.16,1.701,0.223,MAP-12-61,178.2
2.0,4.0,16.9,95.0,4.98,24.53,82.22,176.9,1.538,1.317,NPK-15-15-15,232.1
6.0,5.0,12.32,62.59,7.53,18.89,17.42,30.0,1.378,0.509,MAP-12-61,178.3
3.0,7.0,17.67,31.65,7.19,48.76,35.61,280.96,0.796,0.496,DAP-18-46,131.5
6.0,2.0,16.54,61.02,5.4,123.35,5.48,313.82,1.027,0.376,HUMUS-ORG,3329.1
12.0,7.0,12.66,45.07,4.92,47.81,16.97,145.03,6.8,0.52,DAP-18-46,148.4
6.0,6.0,24.32,71.24,5.08,131.96,33.83,229.22,1.124,1.887,HUMUS-ORG,3565.4
3.0,1.0,20.55,63.25,6.81,10.86,29.18,249.04,6.384,0.1,UREA-46,100.0
2.0,6.0,9.11,67.85,5.64,93.05,24.83,260.12,2.028,0.797,DAP-18-46,135.4
9.0,1.0,15.56,66.93,7.48,2.0,35.2,284.6,0.946,0.443,UREA-46,137.1
2.0,7.0,17.29,52.11,6.51,81.51,89.99,106.37,0.578,0.244,UREA-46,184.3
4.0,6.0,23.23,45.68,6.98,200.0,47.03,157.3,0.631,1.937,DAP-18-46,103.5
12.0,1.0,15.35,85.56,7.81,39.91,75.24,64.92,1.482,0.367,KCL-60,117.0
2.0,3.0,17.32,67.37,5.92,69.43,2.05,208.52,1.197,7.021,NIT-27,170.8
5.0,5.0,24.23,68.63,6.63,24.0,24.94,306.95,5.795,5.853,UREA-46,174.1
11.0,6.0,25.03,63.32,5.84,41.9,3.39,268.69,2.097,2.404,DAP-18-46,107.0
8.0,3.0,9.68,55.57,6.03,26.63,13.2,255.11,1.174,0.71,KCL-60,201.3
4.0,8.0,16.4,80.64,6.09,69.21,71.23,64.21,1.912,1.536,KCL-60,288.9
3.0,5.0,7.41,46.57,5.96,15.56,53.92,183.14,0.926,0.309,UREA-46,239.0
12.0,4.0,16.02,45.6,6.11,66.94,21.13,272.06,0.94,0.1,DAP-18-46,223.2
11.0,2.0,15.39,38.97,6.36,31.27,14.53,139.02,2.68,1.852,KCL-60,272.0
12.0,2.0,13.68,54.84,5.73,72.54,55.43,252.15,0.829,0.722,KNO3-13-46,133.3
10.0,3.0,19.14,70.0,5.15,27.81,25.74,229.85,0.823,1.227,HUMUS-ORG,2529.5
8.0,5.0,12.79,51.27,7.59,33.18,12.33,142.41,0.829,1.054,MAP-12-61,175.2
5.0,5.0,25.29,95.0,5.96,20.41,80.95,51.11,7.455,2.335,UREA-46,244.7
4.0,1.0,23.96,55.9,5.46,56.44,33.83,231.82,10.534,0.704,UREA-46,125.5
3.0,5.0,23.34,35.25,4.88,54.47,12.65,87.83,3.954,0.567,DAP-18-46,195.0
4.0,7.0,10.58,72.06,7.78,30.34,17.84,192.04,2.979,2.34,MAP-12-61,97.2
8.0,5.0,10.16,67.33,4.94,77.27,42.31,168.0,3.102,7.398,DAP-18-46,193.4
4.0,3.0,21.17,55.76,5.77,29.16,11.76,251.98,3.169,0.805,DAP-18-46,194.7
4.0,7.0,25.2,39.26,4.73,20.07,21.93,84.49,6.649,0.1,UREA-46,136.5
5.0,8.0,27.84,55.94,6.68,88.84,64.82,203.31,1.05,0.1,KNO3-13-46,120.7
6.0,1.0,20.97,44.65,6.38,52.2,89.09,74.58,2.458,0.726,KCL-60,100.3
1.0,7.0,22.97,80.18,6.48,17.18,2.32,193.63,0.709,2.113,DAP-18-46,101.4
1.0,4.0,20.21,65.21,6.31,23.99,47.37,118.32,5.372,0.704,NPK-15-15-15,154.2
2.0,5.0,10.51,79.14,5.61,44.98,35.41,38.44,0.731,0.338,KCL-60,130.9
5.0,1.0,21.89,65.76,6.35,36.37,22.32,208.24,0.604,1.673,UREA-46,151.8
11.0,6.0,13.01,45.47,5.18,33.34,22.8,176.94,0.616,4.523,HUMUS-ORG,3745.8
4.0,6.0,9.13,24.87,5.55,34.3,66.04,74.01,3.579,2.262,KCL-60,212.8
5.0,6.0,18.56,72.06,5.42,60.72,14.92,102.07,2.342,1.725,SA-21,203.9
11.0,5.0,30.71,42.96,7.12,70.61,15.61,78.3,3.473,1.827,KCL-60,236.5
5.0,4.0,18.0,50.92,5.87,19.48,3.09,164.66,1.562,2.572,DAP-18-46,157.6
7.0,7.0,28.92,65.32,5.0,19.43,10.35,290.57,1.698,0.607,DAP-18-46,228.4
8.0,5.0,22.62,95.0,6.72,34.11,5.3,220.19,0.541,2.78,DAP-18-46,186.7
3.0,3.0,22.77,64.48,7.39,20.02,9.28,122.71,0.906,1.054,DAP-18-46,131.8
7.0,5.0,21.04,67.37,6.86,124.15,28.31,222.64,2.196,0.686,DAP-18-46,170.6
6.0,4.0,13.69,63.84,6.29,117.82,26.51,120.05,2.644,0.362,NPK-10-26-26,170.7
3.0,7.0,11.12,95.0,6.38,16.61,11.49,216.56,2.47,1.213,DAP-18-46,194.8
12.0,8.0,13.8,70.8,4.89,22.2,21.73,294.9,1.706,1.425,DAP-18-46,222.1
6.0,5.0,27.44,59.59,8.05,42.21,125.28,125.64,0.74,0.261,UREA-46,157.5
9.0,2.0,25.15,39.86,7.41,50.21,7.35,246.65,2.282,3.498,NPK-12-24-12,281.7
8.0,3.0,11.75,43.5,5.78,171.62,43.59,183.84,2.457,1.648,KCL-60,263.6
1.0,2.0,16.54,69.52,5.0,67.9,37.31,115.25,0.636,0.298,HUMUS-ORG,3880.8
9.0,5.0,15.05,89.99,7.05,148.01,17.56,268.05,15.0,0.337,DAP-18-46,178.5
6.0,8.0,8.6,67.73,6.28,23.45,9.01,169.46,8.012,1.305,DAP-18-46,222.2
3.0,3.0,17.77,81.64,5.93,76.58,23.82,144.23,2.829,1.008,NPK-15-15-15,174.0
4.0,4.0,15.29,71.58,6.5,61.71,63.11,78.48,2.92,1.36,KCL-60,272.2
4.0,4.0,14.71,52.04,6.25,61.23,30.5,106.6,2.005,1.093,SA-21,156.1
3.0,2.0,20.35,84.76,6.34,56.83,17.07,296.06,3.35,1.457,SA-21,290.5
1.0,7.0,26.2,66.0,6.74,65.86,10.28,280.56,10.911,1.903,DAP-18-46,112.7
11.0,3.0,25.89,95.0,7.84,24.86,44.61,133.3,3.225,1.724,UREA-46,172.2
6.0,8.0,27.47,74.12,6.27,37.94,38.57,30.0,6.697,4.674,KCL-60,285.4
7.0,4.0,13.43,46.86,4.53,25.83,31.6,250.35,4.711,0.1,UREA-46,107.2
2.0,4.0,32.72,83.69,7.06,111.39,26.1,193.64,2.428,1.091,NPK-15-15-15,376.3
11.0,4.0,17.45,67.41,7.3,15.15,46.04,139.74,2.867,0.322,UREA-46,171.0
7.0,8.0,23.39,62.05,7.14,29.72,69.16,75.06,4.569,0.364,UREA-46,179.1
2.0,2.0,20.28,92.63,7.38,46.19,19.25,200.48,1.848,0.566,UREA-46,158.3
7.0,1.0,17.98,50.64,8.5,27.18,27.15,187.75,9.204,1.836,DAP-18-46,150.4
7.0,2.0,15.51,61.24,6.26,35.31,6.25,354.19,2.425,2.683,NPK-15-15-15,235.6
3.0,3.0,21.95,66.38,7.35,66.94,19.97,318.71,2.391,1.062,NPK-15-15-15,327.3
1.0,6.0,18.8,61.66,6.47,33.02,7.96,145.99,0.675,3.576,DAP-18-46,142.2
11.0,7.0,16.13,72.27,5.46,20.01,12.16,163.36,4.163,0.229,DAP-18-46,232.7
1.0,6.0,17.49,68.25,7.88,79.14,15.81,285.23,0.767,0.733,MAP-12-61,168.0
2.0,2.0,26.97,40.53,5.67,24.16,34.53,203.18,0.54,2.876,UREA-46,178.2
4.0,4.0,17.15,49.58,5.53,33.93,48.54,301.14,2.438,0.836,SA-21,344.5
10.0,2.0,17.65,68.1,6.6,50.9,19.53,324.81,2.832,1.448,DAP-18-46,227.1
8.0,3.0,5.68,51.95,5.7,100.28,6.36,209.0,7.605,0.334,KCL-60,108.1
11.0,6.0,6.22,54.64,5.32,65.35,39.73,169.32,0.957,0.467,HUMUS-ORG,2189.7
3.0,6.0,8.96,82.85,6.04,15.13,12.62,265.4,3.766,0.1,DAP-18-46,154.8
12.0,2.0,16.86,62.19,6.0,133.94,7.82,185.29,10.067,0.956,NPK-15-15-15,190.7
7.0,6.0,26.28,75.07,6.94,86.37,29.17,196.33,3.905,0.962,DAP-18-46,144.2
6.0,8.0,37.91,78.4,4.24,24.99,53.04,147.38,1.099,1.471,HUMUS-ORG,4432.8
2.0,2.0,15.08,55.16,4.96,97.14,9.02,257.79,8.41,0.615,UREA-46,131.9
7.0,3.0,22.3,70.92,7.06,89.72,21.33,166.08,3.64,3.952,DAP-18-46,219.5
1.0,7.0,15.9,53.4,6.45,60.29,12.54,30.55,0.555,2.336,KCL-60,163.4
5.0,4.0,10.93,72.34,7.32,25.28,50.47,53.86,3.661,3.187,UREA-46,196.2
5.0,7.0,21.43,52.53,6.79,13.08,4.85,101.66,3.105,0.263,DAP-18-46,239.5
12.0,1.0,5.0,57.95,5.86,194.82,25.65,143.3,1.937,0.1,DAP-18-46,238.7
9.0,7.0,21.03,66.53,5.49,5.83,8.25,240.59,1.588,2.583,DAP-18-46,181.0
5.0,4.0,13.71,63.14,6.33,65.32,37.18,188.32,0.614,4.691,DAP-18-46,163.6
3.0,1.0,26.45,67.68,8.16,35.82,28.68,123.07,1.23,1.432,NPK-15-15-15,264.0
3.0,4.0,22.6,74.68,6.85,39.03,59.73,313.42,0.718,0.515,UREA-46,181.6
3.0,3.0,18.89,37.73,6.61,34.0,25.02,110.02,1.819,2.477,NPK-15-15-15,342.5
8.0,6.0,9.72,76.25,7.8,77.5,42.04,276.79,5.231,1.662,KNO3-13-46,123.3
1.0,5.0,11.97,58.39,4.0,200.0,26.69,268.89,4.953,1.432,DAP-18-46,204.5
7.0,1.0,30.64,78.75,6.91,102.27,91.92,240.9,1.894,0.408,KNO3-13-46,50.4
6.0,6.0,7.37,52.33,6.78,160.56,25.02,150.2,1.129,0.359,DAP-18-46,161.4
6.0,2.0,21.6,49.51,5.66,6.0,18.22,103.91,0.758,2.345,UREA-46,185.0
12.0,2.0,6.96,42.23,6.25,34.25,22.94,221.68,3.974,0.233,NPK-15-15-15,305.5
7.0,7.0,12.48,92.29,4.79,17.41,24.77,238.67,9.408,0.22,UREA-46,185.2
11.0,7.0,12.66,66.0,7.84,68.92,42.9,272.7,1.108,0.777,KNO3-13-46,127.6
2.0,2.0,18.41,50.28,5.25,34.59,29.38,82.21,1.891,0.612,UREA-46,184.8
11.0,5.0,21.59,78.29,5.67,72.65,18.55,36.88,1.461,0.828,KCL-60,198.5
3.0,4.0,5.0,71.76,5.72,31.59,38.39,148.05,1.694,0.67,UREA-46,158.8
7.0,4.0,18.13,28.2,5.01,63.78,28.83,161.54,1.198,3.221,HUMUS-ORG,3683.1
5.0,4.0,16.05,48.48,4.0,57.27,27.05,171.99,4.148,0.652,DAP-18-46,233.5
6.0,8.0,19.49,67.21,5.28,52.43,21.3,201.12,3.498,0.235,DAP-18-46,102.2
11.0,3.0,19.75,57.55,5.99,37.83,20.27,92.38,3.664,0.368,DAP-18-46,139.6
5.0,1.0,22.72,91.45,5.3,59.93,24.89,30.0,2.598,1.02,KCL-60,228.4
7.0,4.0,5.0,95.0,4.51,83.35,51.94,247.96,0.609,2.044,HUMUS-ORG,3458.5
5.0,2.0,13.82,40.97,6.59,31.96,7.34,127.11,0.878,0.467,NPK-15-15-15,163.2
9.0,2.0,20.56,54.38,6.78,15.36,39.6,37.76,0.599,1.026,NPK-12-24-12,129.7
6.0,1.0,27.07,41.37,7.12,16.83,43.13,269.36,1.363,1.009,UREA-46,116.6
10.0,8.0,13.61,42.64,5.77,10.2,60.98,236.02,2.414,1.484,UREA-46,238.3
10.0,8.0,16.78,64.01,5.82,13.85,26.47,61.03,1.944,4.079,UREA-46,180.2
8.0,8.0,15.84,60.54,6.24,19.78,15.99,187.51,1.459,1.125,DAP-18-46,242.0
5.0,5.0,23.8,40.3,4.17,16.15,6.08,297.19,8.63,0.591,DAP-18-46,247.5
6.0,5.0,16.16,53.28,6.25,20.9,13.07,45.23,1.51,2.062,DAP-18-46,192.4
4.0,6.0,15.44,31.76,7.27,117.74,63.04,345.62,2.82,0.979,KNO3-13-46,143.4
1.0,2.0,20.03,71.82,6.53,38.75,21.12,176.7,0.769,3.488,NPK-12-24-12,226.0
5.0,5.0,22.51,37.93,5.02,2.09,13.45,112.9,0.623,0.611,UREA-46,204.3
12.0,2.0,21.64,50.38,6.81,25.36,26.73,318.97,2.198,1.776,NPK-15-15-15,388.0
9.0,5.0,27.13,66.83,6.33,34.42,36.2,297.07,5.362,1.185,UREA-46,161.7
2.0,7.0,26.91,52.83,6.06,28.84,9.52,183.73,3.061,1.44,DAP-18-46,183.0
8.0,3.0,22.05,92.29,6.85,72.75,40.17,195.42,2.036,2.324,KCL-60,105.5
10.0,2.0,18.78,60.63,4.12,14.57,34.48,109.55,3.141,1.228,UREA-46,154.4
6.0,8.0,23.13,53.06,5.68,68.7,35.47,173.51,5.057,2.248,DAP-18-46,149.1
9.0,8.0,18.12,45.78,6.15,11.98,16.65,30.0,0.616,0.673,UREA-46,213.5
10.0,1.0,24.87,71.77,5.53,44.02,47.75,177.57,7.057,0.336,UREA-46,139.6
9.0,4.0,18.31,67.01,5.08,33.69,28.71,30.0,0.849,0.903,KCL-60,118.2
10.0,4.0,15.89,72.67,5.19,23.39,19.16,103.09,0.895,0.406,HUMUS-ORG,3718.3
9.0,6.0,17.01,52.24,5.96,90.63,26.59,268.52,2.457,2.496,DAP-18-46,197.2
4.0,8.0,25.96,33.41,5.92,38.65,80.95,165.8,1.581,3.245,UREA-46,243.2
4.0,8.0,18.56,95.0,6.03,11.68,6.03,199.0,2.597,9.995,DAP-18-46,243.0
1.0,5.0,10.86,62.82,5.09,30.61,73.62,145.53,2.683,1.383,DAP-18-46,129.1
2.0,7.0,17.35,87.31,4.62,66.68,56.86,159.82,0.868,2.361,HUMUS-ORG,3307.5
5.0,7.0,19.14,26.76,6.55,22.62,7.11,167.81,4.022,0.77,DAP-18-46,151.5
12.0,6.0,21.42,95.0,6.66,77.99,37.66,256.3,1.287,1.173,DAP-18-46,248.8
5.0,5.0,11.46,45.72,4.0,26.38,31.84,222.33,5.104,1.253,UREA-46,217.0
8.0,6.0,16.8,71.18,6.07,43.55,15.61,199.53,1.243,1.302,DAP-18-46,150.9
9.0,8.0,10.83,89.02,6.21,80.13,36.47,203.43,1.129,1.002,DAP-18-46,227.8
6.0,5.0,15.69,58.23,6.9,22.59,26.48,91.32,0.829,1.014,UREA-46,198.3
10.0,8.0,17.11,62.18,7.13,108.33,46.78,209.46,1.506,0.1,KNO3-13-46,95.0
4.0,1.0,21.9,55.04,6.87,26.95,5.24,236.77,0.986,0.666,DAP-18-46,198.0
8.0,7.0,5.0,46.8,7.46,58.53,53.72,47.29,1.592,0.66,KCL-60,268.5
1.0,7.0,12.73,63.58,6.21,58.61,20.09,185.85,0.955,0.519,DAP-18-46,122.8
3.0,3.0,18.8,30.81,5.72,135.78,84.27,106.21,2.66,0.407,NPK-15-15-15,215.5
5.0,3.0,7.97,53.36,6.12,59.5,4.36,208.88,2.369,2.277,DAP-18-46,215.3
12.0,8.0,20.09,67.76,5.28,57.36,7.92,266.73,1.716,0.1,DAP-18-46,157.1
8.0,3.0,16.46,53.35,6.92,133.95,5.16,115.83,0.591,0.484,KCL-60,238.7
2.0,4.0,23.09,65.62,6.57,24.9,17.95,72.02,0.658,1.008,NPK-15-15-15,183.5
8.0,2.0,21.2,23.4,7.21,63.2,39.33,128.69,1.001,0.155,NPK-15-15-15,339.3
3.0,7.0,23.26,76.19,6.28,79.29,36.47,227.77,1.465,3.871,DAP-18-46,117.3
3.0,7.0,5.0,49.89,6.04,131.05,9.3,115.68,1.642,0.902,DAP-18-46,123.5
9.0,1.0,13.7,75.17,5.41,39.14,7.31,158.7,1.752,1.366,DAP-18-46,155.1
11.0,2.0,23.21,84.21,6.59,40.05,22.87,171.93,7.25,0.611,KCL-60,293.5
5.0,6.0,16.25,46.35,8.29,37.63,26.04,155.26,1.409,0.152,SA-21,199.5
10.0,5.0,28.71,79.4,7.55,27.93,16.73,187.35,2.148,2.946,MAP-12-61,129.2
10.0,8.0,24.1,67.26,5.57,84.05,34.02,149.61,4.832,1.85,DAP-18-46,119.7
8.0,5.0,16.91,82.06,4.96,2.97,65.17,220.91,1.066,1.652,UREA-46,197.5
1.0,1.0,8.49,90.64,6.34,23.93,22.55,200.95,4.864,0.898,NPK-15-15-15,246.9
4.0,3.0,12.9,59.98,6.26,17.62,20.94,372.93,0.59,4.519,UREA-46,141.3
9.0,5.0,18.86,51.38,7.53,7.51,10.92,157.6,2.263,0.134,UREA-46,107.0
2.0,2.0,17.02,49.41,6.41,79.75,51.56,283.46,1.001,1.741,KNO3-13-46,149.5
4.0,5.0,17.76,95.0,4.45,30.72,18.06,208.93,5.862,0.388,DAP-18-46,234.4
2.0,6.0,24.64,48.24,5.94,28.08,40.25,62.72,3.198,1.985,UREA-46,234.6
7.0,6.0,14.99,48.39,7.74,7.82,16.52,268.71,3.789,2.505,UREA-46,217.5
2.0,4.0,19.91,64.29,4.97,25.45,33.88,214.03,1.684,1.619,NPK-15-15-15,232.5
2.0,4.0,13.96,48.48,5.61,110.6,13.11,235.76,1.187,1.282,NPK-15-15-15,290.2
9.0,7.0,22.59,85.81,7.07,48.35,122.81,35.2,3.696,1.199,KCL-60,257.2
9.0,7.0,28.64,77.41,7.12,4.3,4.81,294.38,3.282,2.673,DAP-18-46,227.9
8.0,3.0,28.43,63.17,6.83,23.72,14.93,225.61,1.461,0.166,KCL-60,243.3
4.0,1.0,16.06,80.14,6.19,18.96,40.1,276.15,0.667,0.337,UREA-46,167.0
12.0,4.0,22.77,74.72,7.05,83.63,26.35,137.12,2.552,7.48,DAP-18-46,163.8
5.0,6.0,20.11,37.62,6.12,18.01,20.83,235.1,0.657,1.183,SA-21,288.3
11.0,6.0,18.21,44.65,6.03,74.75,23.27,192.57,1.549,1.071,DAP-18-46,235.6
10.0,7.0,23.0,95.0,6.32,34.19,12.17,111.71,5.98,1.085,HUMUS-ORG,4217.3
2.0,7.0,6.46,54.76,6.02,63.17,21.28,237.6,1.474,2.396,DAP-18-46,150.8
12.0,5.0,13.25,49.68,6.95,9.38,10.99,235.35,2.238,0.678,UREA-46,164.8
11.0,1.0,14.98,42.18,8.2,39.58,46.63,306.46,5.318,2.086,UREA-46,216.8
12.0,6.0,12.53,48.52,6.43,116.31,3.64,208.68,2.252,0.254,DAP-18-46,119.2
8.0,5.0,23.25,64.83,5.79,15.37,37.72,218.09,0.652,1.297,UREA-46,195.4
4.0,4.0,19.91,86.37,7.3,19.08,11.27,224.4,1.688,2.153,SA-21,254.9
3.0,5.0,6.13,64.86,6.26,61.72,10.5,89.82,2.605,0.704,DAP-18-46,198.1
1.0,4.0,19.22,85.29,4.99,33.79,7.98,265.47,0.718,2.449,HUMUS-ORG,3332.3
1.0,1.0,15.12,55.17,6.9,53.27,60.15,161.57,6.505,0.854,NPK-15-15-15,173.6
1.0,1.0,24.6,54.06,6.33,32.18,5.55,161.67,2.063,2.776,NPK-15-15-15,217.6
8.0,7.0,21.29,47.0,5.98,105.22,24.6,155.33,0.581,0.1,DAP-18-46,190.0
7.0,6.0,16.54,67.62,6.28,130.13,17.35,214.05,1.697,5.023,DAP-18-46,139.7
11.0,5.0,12.33,67.97,5.0,35.85,45.71,36.24,6.394,1.288,KCL-60,213.2
